image_path,true_label,predicted_label,predicted_probability
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/cardboard/cardboard849.jpg,cardboard,battery,0.6955975890159607
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/cardboard/cardboard798.jpg,cardboard,paper,0.9150002598762512
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass30.jpg,white-glass,plastic,0.5684113502502441
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass122.jpg,white-glass,plastic,0.836687445640564
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/brown-glass/brown-glass115.jpg,brown-glass,metal,0.5274568200111389
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass142.jpg,white-glass,metal,0.9949986934661865
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass227.jpg,white-glass,plastic,0.4997131824493408
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass274.jpg,white-glass,trash,0.7945490479469299
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/shoes/shoes1908.jpg,shoes,clothes,0.941422700881958
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/brown-glass/brown-glass65.jpg,brown-glass,white-glass,0.5287194848060608
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/trash/trash548.jpg,trash,clothes,0.9966471791267395
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/paper/paper1023.jpg,paper,clothes,0.7353021502494812
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/paper/paper647.jpg,paper,cardboard,0.8822464346885681
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/plastic/plastic342.jpg,plastic,metal,0.7054324150085449
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/brown-glass/brown-glass227.jpg,brown-glass,metal,0.4621330201625824
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/plastic/plastic500.jpg,plastic,metal,0.5874432325363159
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/shoes/shoes1826.jpg,shoes,clothes,0.9999998807907104
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/plastic/plastic422.jpg,plastic,metal,0.7328076958656311
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/paper/paper1028.jpg,paper,clothes,0.6978010535240173
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass232.jpg,white-glass,metal,0.9616966843605042
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/plastic/plastic634.jpg,plastic,metal,0.9985736608505249
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/plastic/plastic778.jpg,plastic,white-glass,0.48793989419937134
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/metal/metal288.jpg,metal,cardboard,0.567723274230957
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass49.jpg,white-glass,plastic,0.5422091484069824
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass349.jpg,white-glass,metal,0.5474265813827515
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass34.jpg,white-glass,plastic,0.9150602221488953
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/plastic/plastic276.jpg,plastic,white-glass,0.5031958818435669
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/plastic/plastic371.jpg,plastic,cardboard,0.8516029715538025
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/plastic/plastic851.jpg,plastic,white-glass,0.562301754951477
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/brown-glass/brown-glass472.jpg,brown-glass,shoes,0.7110189199447632
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/brown-glass/brown-glass507.jpg,brown-glass,metal,0.6562738418579102
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/cardboard/cardboard682.jpg,cardboard,paper,0.9711607694625854
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/biological/biological11.jpg,biological,shoes,0.9341800212860107
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/plastic/plastic444.jpg,plastic,green-glass,0.6849586963653564
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass113.jpg,white-glass,plastic,0.9047192931175232
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass341.jpg,white-glass,plastic,0.6818053722381592
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/metal/metal104.jpg,metal,white-glass,0.4945110082626343
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/metal/metal227.jpg,metal,white-glass,0.7798513174057007
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass8.jpg,white-glass,metal,0.9064252972602844
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/biological/biological679.jpg,biological,paper,0.4287000894546509
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/shoes/shoes1123.jpg,shoes,clothes,0.9930307269096375
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/plastic/plastic459.jpg,plastic,paper,0.820585310459137
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass298.jpg,white-glass,plastic,0.9813989996910095
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/cardboard/cardboard748.jpg,cardboard,plastic,0.7835310697555542
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/plastic/plastic526.jpg,plastic,metal,0.9398347735404968
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/shoes/shoes880.jpg,shoes,clothes,0.9684734344482422
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/clothes/clothes4635.jpg,clothes,shoes,0.999561607837677
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/cardboard/cardboard39.jpg,cardboard,shoes,0.8506599068641663
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass225.jpg,white-glass,paper,0.34875911474227905
