image_path,true_label,predicted_label,predicted_probability
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/metal/metal474.jpg,metal,shoes,0.3056163489818573
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/metal/metal327.jpg,metal,shoes,0.2610034942626953
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/clothes/clothes2979.jpg,clothes,paper,0.19825977087020874
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/paper/paper876.jpg,paper,shoes,0.2992457151412964
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/metal/metal676.jpg,metal,white-glass,0.6545988321304321
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/cardboard/cardboard849.jpg,cardboard,clothes,0.5211333632469177
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/biological/biological97.jpg,biological,shoes,0.3048335909843445
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/biological/biological337.jpg,biological,shoes,0.6432303190231323
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/plastic/plastic139.jpg,plastic,trash,0.5876317024230957
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/battery/battery708.jpg,battery,trash,0.28783589601516724
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/paper/paper1031.jpg,paper,plastic,0.33743709325790405
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/shoes/shoes1825.jpg,shoes,biological,0.3657699525356293
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass30.jpg,white-glass,paper,0.3534788191318512
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/metal/metal249.jpg,metal,clothes,0.37826094031333923
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/shoes/shoes1057.jpg,shoes,clothes,0.41323184967041016
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/metal/metal241.jpg,metal,plastic,0.21993005275726318
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/shoes/shoes1312.jpg,shoes,clothes,0.4525209367275238
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/shoes/shoes1930.jpg,shoes,clothes,0.9756680130958557
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/clothes/clothes4313.jpg,clothes,plastic,0.36869871616363525
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/clothes/clothes1339.jpg,clothes,trash,0.4360535442829132
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass122.jpg,white-glass,paper,0.3499719500541687
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/brown-glass/brown-glass115.jpg,brown-glass,shoes,0.538387656211853
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass659.jpg,white-glass,clothes,0.8496419191360474
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/shoes/shoes140.jpg,shoes,battery,0.56312096118927
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/cardboard/cardboard504.jpg,cardboard,shoes,0.7011282444000244
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/biological/biological421.jpg,biological,clothes,0.3539208769798279
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/plastic/plastic822.jpg,plastic,metal,0.38474512100219727
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/battery/battery650.jpg,battery,white-glass,0.30364885926246643
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/shoes/shoes644.jpg,shoes,biological,0.8454596996307373
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/plastic/plastic190.jpg,plastic,shoes,0.2997826337814331
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/shoes/shoes8.jpg,shoes,clothes,0.5261304974555969
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass142.jpg,white-glass,metal,0.19041481614112854
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/biological/biological1.jpg,biological,trash,0.336157888174057
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/paper/paper22.jpg,paper,plastic,0.3280261158943176
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass290.jpg,white-glass,clothes,0.8196364045143127
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/trash/trash657.jpg,trash,clothes,0.8265804052352905
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/shoes/shoes1143.jpg,shoes,green-glass,0.2019067257642746
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass227.jpg,white-glass,plastic,0.43536248803138733
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/paper/paper471.jpg,paper,plastic,0.25029948353767395
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/brown-glass/brown-glass460.jpg,brown-glass,shoes,0.4581280052661896
